,age,medu,fedu,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,school_MS,sex_M,address_U,famsize_LE3,pstatus_T,mjob_health,mjob_other,mjob_services,mjob_teacher,fjob_health,fjob_other,fjob_services,fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes
126,15,3,4,1,2,0,5,3,2,1,1,1,0,10,11,11,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1
127,19,0,1,1,2,2,3,4,2,1,1,5,0,9,10,11,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
128,16,4,4,1,1,0,3,5,5,2,5,4,8,14,14,15,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0
129,16,2,3,2,3,0,3,2,3,2,2,1,4,13,12,13,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
130,15,3,4,2,3,0,4,2,2,2,2,5,0,10,11,12,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
131,18,2,1,1,2,3,5,4,5,1,3,5,10,10,9,8,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1
132,17,2,1,3,1,0,3,2,2,1,2,5,8,11,10,11,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
133,15,1,1,3,1,0,4,3,3,1,2,4,6,11,12,13,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
134,17,2,2,1,1,0,3,4,4,1,3,5,2,13,12,12,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
135,16,3,4,1,1,0,3,2,1,1,4,5,12,15,13,14,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
136,16,2,1,4,1,0,3,2,1,1,1,2,4,9,9,11,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
137,16,2,2,1,1,1,5,3,4,1,1,5,12,13,11,11,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
138,15,3,4,4,2,0,5,3,3,1,1,5,2,12,11,11,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1
139,15,4,4,1,3,0,4,3,3,1,1,5,4,13,14,15,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
140,17,3,4,3,2,0,5,4,5,2,4,5,2,10,9,10,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
141,16,1,1,4,2,0,5,1,3,1,1,3,0,14,13,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
142,18,3,1,2,1,0,3,3,4,4,5,4,2,11,11,12,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1
143,18,3,2,1,3,0,4,3,3,5,1,5,10,12,11,11,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1
144,16,1,1,2,1,0,3,3,3,1,2,1,8,12,11,11,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1
145,16,3,3,2,1,0,4,3,2,1,1,5,4,9,9,10,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1
146,16,1,1,1,2,2,4,4,4,1,3,5,0,10,10,10,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
147,15,4,4,2,1,0,4,3,2,1,1,5,6,13,14,14,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0
148,15,1,1,3,1,1,5,5,5,1,1,1,2,8,9,9,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
149,15,4,3,2,4,0,2,2,2,1,1,3,6,9,11,11,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0
150,15,3,3,1,2,0,1,3,2,2,3,1,24,9,8,9,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
151,16,4,4,1,3,0,5,3,3,1,3,5,0,15,13,13,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0
152,16,2,2,2,1,0,2,3,3,2,2,2,4,12,11,11,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
153,15,4,4,1,3,0,4,2,2,1,1,5,2,13,13,13,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0
154,16,1,1,1,1,0,3,4,4,3,3,1,4,10,11,11,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
155,17,2,1,1,1,0,5,4,5,1,2,5,22,9,7,6,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0
156,15,1,1,1,2,0,4,4,2,1,2,5,0,12,12,12,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
157,15,2,1,2,1,0,4,4,2,1,1,5,0,11,10,10,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1
158,15,3,2,1,2,1,3,3,2,1,1,3,2,11,11,11,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0
159,15,1,2,1,2,0,4,3,2,1,1,5,6,13,12,13,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
160,15,1,2,1,2,0,2,3,4,2,4,1,6,11,11,11,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
161,16,4,4,1,1,0,3,3,2,2,1,5,16,9,9,8,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1
162,15,2,1,4,1,0,4,5,5,2,5,5,0,12,11,11,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
163,18,1,1,1,1,2,2,3,5,2,5,4,0,11,9,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
164,16,2,1,1,1,1,4,4,4,3,5,5,6,9,10,10,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
165,15,3,3,2,3,0,4,2,1,2,3,3,2,13,13,13,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1
166,19,3,2,1,1,0,4,5,4,1,1,4,6,11,9,11,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1
167,17,4,4,1,1,0,4,2,1,1,1,4,0,13,13,13,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1
168,15,2,3,1,2,0,4,4,4,1,1,1,0,7,8,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0
169,17,1,2,1,1,3,2,2,2,3,3,5,14,9,8,10,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
170,18,1,1,3,1,3,5,2,5,1,5,4,6,11,10,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
171,16,2,2,3,1,0,4,2,2,1,2,3,4,12,10,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
172,16,3,3,1,2,1,4,5,5,4,4,5,0,10,10,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
173,16,1,2,2,1,2,4,4,5,3,5,5,0,9,8,10,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
174,17,2,1,2,1,1,3,3,2,2,2,5,8,8,8,9,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1
175,17,3,2,2,2,2,4,4,4,1,4,3,4,7,6,8,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1
176,15,1,2,2,1,0,4,4,4,2,4,5,2,8,9,10,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
177,16,1,3,1,1,1,5,3,3,1,4,2,2,9,8,8,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
178,17,1,1,4,2,0,5,3,5,1,5,5,0,8,8,8,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
179,17,3,2,2,1,3,4,5,2,1,1,2,10,8,7,8,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
180,16,2,2,1,2,0,4,3,5,2,4,4,0,9,10,11,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
181,16,4,2,1,2,0,4,2,3,1,1,3,0,17,17,18,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1
182,16,2,2,1,2,0,5,1,5,1,1,4,0,12,12,13,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
183,16,4,4,1,2,0,4,4,2,1,1,3,0,16,16,17,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1
184,16,3,4,3,1,1,3,4,5,2,4,2,4,9,9,10,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
185,16,1,0,2,2,0,4,3,2,1,1,3,0,16,17,18,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1
186,17,4,4,1,2,0,4,4,4,1,3,5,0,11,9,10,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
187,16,1,3,1,2,0,4,3,5,1,1,3,0,14,13,13,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1
188,16,3,3,2,2,0,4,4,5,1,1,4,0,14,14,15,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
189,17,4,3,2,2,0,4,4,4,4,4,4,0,10,11,11,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
190,16,2,2,2,2,0,3,4,4,1,4,5,0,13,12,14,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
191,17,3,3,1,2,0,4,3,4,1,4,4,4,11,9,10,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
192,16,4,2,1,1,0,4,3,3,3,4,3,8,10,9,11,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1
193,17,4,3,1,2,0,5,2,3,1,1,2,4,11,11,13,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
194,16,4,3,1,2,0,3,4,3,2,3,3,4,11,10,11,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0
195,16,3,3,1,2,0,4,2,3,1,2,3,0,11,12,13,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
196,17,2,4,1,2,0,5,4,2,2,3,5,0,17,18,17,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0
197,17,3,3,1,2,0,5,3,3,2,3,1,32,14,13,14,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1
198,16,3,2,1,2,0,1,2,2,1,2,1,8,14,15,16,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0
199,17,3,3,1,2,0,4,3,4,2,3,4,6,11,13,14,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1
200,16,1,2,1,1,0,3,3,3,1,2,3,0,10,9,11,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1
201,16,2,1,1,2,0,4,2,3,1,2,5,0,13,14,16,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
202,17,3,3,1,2,0,3,3,3,1,3,3,10,12,13,14,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
203,17,1,2,1,2,0,3,1,3,1,5,3,6,9,9,10,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
204,16,2,3,1,2,0,4,3,3,1,1,2,6,12,12,13,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0
205,17,1,1,1,2,0,5,3,3,1,1,3,0,12,11,12,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0
206,17,1,2,2,2,0,4,4,4,4,5,5,16,10,11,12,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0
207,16,3,3,1,1,0,4,3,2,3,4,5,0,11,10,10,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
208,16,2,3,2,1,0,5,3,3,1,1,3,0,13,12,12,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
209,17,2,4,1,2,0,4,3,2,1,1,5,8,14,15,16,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
210,17,4,4,1,1,0,5,2,3,1,2,5,4,13,13,14,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
211,16,3,3,3,1,0,3,3,4,3,5,3,16,10,11,12,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0
212,17,4,4,2,1,1,4,2,4,2,3,2,30,14,15,16,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0
213,16,4,4,1,2,0,4,5,2,1,2,3,0,11,10,11,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0
214,16,4,3,1,2,0,4,3,5,1,5,2,2,14,14,15,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0
215,16,2,3,1,2,0,4,4,3,1,3,4,4,11,12,12,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0
216,17,1,1,1,2,0,4,4,4,1,3,1,0,14,15,15,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
217,17,2,2,1,1,0,5,3,2,1,2,3,21,13,13,13,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0
218,16,2,2,2,4,0,5,3,5,1,1,5,6,13,13,13,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0
219,17,3,4,1,3,1,4,4,3,3,4,5,14,8,9,8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1
220,16,3,1,1,2,0,2,3,3,2,2,4,2,11,11,12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
221,16,4,3,1,2,0,1,3,2,1,1,1,4,14,15,15,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1
222,16,1,1,2,1,0,4,3,2,1,4,5,2,12,13,13,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
223,17,4,3,2,3,0,4,4,2,1,1,4,0,11,12,12,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1
224,19,3,3,1,4,0,4,3,3,1,2,3,4,12,12,12,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
225,17,4,4,1,2,0,5,3,5,4,5,3,15,13,12,12,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
226,16,2,2,1,2,0,3,3,4,1,1,4,0,13,13,13,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0
227,18,2,2,1,2,0,4,4,4,2,4,5,10,12,11,11,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0
228,17,4,4,1,1,0,5,2,1,1,2,3,6,12,11,11,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
229,17,3,2,2,2,0,4,4,4,1,3,1,2,14,16,15,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
230,17,4,3,1,2,0,3,4,5,2,4,1,16,11,9,10,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1
231,18,3,3,1,2,0,3,2,4,2,4,4,10,10,10,10,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
232,17,2,3,2,1,0,3,3,3,1,4,3,4,12,13,13,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
233,17,2,2,1,3,0,4,3,3,1,1,4,0,12,12,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
234,17,2,1,2,2,0,4,2,5,1,2,5,0,11,10,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
235,17,1,1,1,3,0,4,3,4,1,1,5,12,12,12,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1
236,16,2,3,1,2,0,2,3,1,1,1,3,0,13,13,14,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0
237,18,2,2,2,2,3,3,3,3,5,5,4,9,10,9,10,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0
238,16,4,4,1,3,0,5,3,2,1,1,5,4,15,16,16,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0
239,18,3,1,1,2,0,5,3,3,1,1,4,4,8,8,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
240,17,3,2,1,2,0,5,3,4,1,3,3,2,17,18,17,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
241,17,2,3,1,2,0,5,3,3,1,3,3,0,10,11,11,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
242,18,2,1,4,2,0,4,3,2,4,5,3,2,9,10,11,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1
243,17,2,1,2,3,0,3,2,3,1,2,3,0,15,15,16,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
244,17,4,3,1,2,0,3,2,3,1,2,3,0,14,12,12,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
245,17,2,2,2,2,0,4,5,2,1,1,1,0,12,13,13,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
246,17,4,4,1,2,0,4,5,5,1,3,2,0,13,13,13,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1
247,16,4,4,1,2,0,4,2,4,2,4,1,0,13,13,14,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
248,16,1,1,2,2,0,3,4,2,1,1,5,2,9,9,9,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0
249,16,3,2,2,3,0,5,3,3,1,3,2,0,12,12,12,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
250,17,2,2,1,2,0,4,4,2,5,5,4,0,16,16,16,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
251,16,2,1,1,1,0,4,5,2,1,1,5,4,9,10,10,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
252,16,4,1,1,2,0,5,3,3,1,2,5,0,14,13,13,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
253,18,2,4,2,2,1,4,3,3,1,1,3,18,10,10,10,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
254,18,2,2,1,2,1,5,3,1,1,1,5,16,9,8,10,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1
255,18,3,3,2,1,1,4,1,1,1,1,3,14,8,7,7,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
