,age,medu,fedu,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,school_MS,sex_M,address_U,famsize_LE3,pstatus_T,mjob_health,mjob_other,mjob_services,mjob_teacher,fjob_health,fjob_other,fjob_services,fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes
256,18,2,2,1,1,1,4,4,3,2,2,1,26,7,8,8,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
257,17,4,4,1,1,0,4,2,1,1,2,5,6,10,8,9,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0
258,17,3,2,1,2,0,5,4,2,1,1,3,4,14,14,15,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
259,17,1,1,1,3,0,4,3,2,1,2,4,10,11,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
260,16,1,2,1,1,0,5,3,5,1,2,5,4,12,11,11,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
261,17,2,1,3,2,0,2,1,1,1,1,3,2,13,13,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
262,17,1,4,4,1,1,5,5,4,1,1,5,14,9,9,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
263,18,2,2,1,2,0,5,5,4,3,5,2,16,8,7,8,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
264,17,2,2,1,1,1,3,1,2,1,1,1,8,11,9,10,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
265,17,1,1,2,3,0,4,3,3,1,3,5,4,15,14,15,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
266,17,4,2,1,2,0,4,3,2,1,1,4,4,15,14,14,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
267,17,4,3,2,2,0,2,5,5,1,4,5,8,15,15,15,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
268,17,4,4,2,2,0,3,3,3,2,3,4,0,12,12,12,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
269,16,4,3,1,1,0,5,4,5,1,1,3,7,14,14,15,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
270,16,4,4,1,1,0,5,3,2,1,2,5,4,14,15,15,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0
271,17,4,4,1,2,0,5,3,1,1,4,5,2,11,11,12,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1
272,17,1,1,2,3,0,4,3,3,1,1,1,2,13,14,15,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
273,17,3,3,2,3,0,4,2,2,2,3,5,10,11,11,11,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
274,17,1,1,1,2,0,4,3,2,1,1,4,10,10,9,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
275,18,2,1,2,3,0,4,4,4,1,1,3,10,12,10,11,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
276,16,2,1,3,1,0,4,3,3,1,1,4,7,15,16,16,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
277,17,1,1,1,2,0,4,3,4,1,2,5,4,11,10,11,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
278,17,2,3,2,1,0,5,2,2,1,1,2,2,9,12,13,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
279,22,3,1,1,1,3,5,4,5,5,5,1,12,7,8,5,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
280,18,3,3,1,2,0,4,3,3,1,3,5,8,10,9,10,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1
281,16,0,2,1,1,0,4,3,2,2,4,5,0,11,12,11,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
282,18,3,2,2,1,0,4,4,5,2,4,5,8,7,8,7,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
283,16,3,3,3,2,1,5,3,3,1,3,2,4,9,11,10,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0
284,18,2,1,1,1,2,3,2,5,2,5,5,4,7,8,6,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
285,16,2,1,2,1,0,3,3,2,1,3,3,2,14,13,12,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
286,17,2,1,1,1,0,4,4,2,2,4,5,0,12,12,13,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
287,17,1,1,2,1,1,4,4,4,1,2,5,0,9,10,10,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
288,18,2,1,1,2,0,4,3,4,1,3,5,2,12,12,13,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
289,17,4,2,1,4,0,4,2,3,1,1,4,2,14,15,17,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
290,19,2,2,1,2,0,4,3,3,1,1,5,0,10,10,11,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0
291,18,2,1,3,2,1,4,4,5,4,4,5,4,11,10,11,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
292,17,4,2,1,3,0,4,3,4,1,3,5,2,11,12,14,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
293,18,1,1,1,3,0,4,4,3,2,3,3,4,11,12,14,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
294,18,2,2,1,2,0,3,2,3,1,1,5,4,11,11,13,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
295,19,4,3,1,2,0,4,3,1,1,1,1,4,11,13,14,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0
296,18,2,1,1,2,0,5,2,4,1,2,4,2,16,16,16,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0
297,17,2,2,2,1,0,5,2,2,1,1,4,0,9,10,10,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
298,17,2,2,1,4,0,3,4,1,1,1,2,2,10,11,12,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
299,20,2,1,2,2,0,1,2,3,1,2,2,8,10,12,12,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1
300,18,4,3,1,2,0,3,1,2,1,3,2,2,15,15,15,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
301,18,4,3,1,2,0,4,3,2,1,1,3,2,10,10,11,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
302,18,3,2,1,3,0,5,3,2,1,1,3,2,10,11,12,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
303,17,3,3,1,3,0,3,2,3,1,1,4,2,15,12,13,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
304,18,2,2,1,3,0,4,3,3,1,1,3,0,11,12,13,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1
305,17,2,2,2,1,0,4,4,4,2,3,4,8,8,8,9,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
306,18,3,4,2,2,0,4,2,5,3,4,1,6,15,16,16,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
307,17,3,1,1,2,0,5,4,4,3,4,5,0,11,11,14,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1
308,18,4,4,2,2,0,4,3,4,2,2,4,8,10,11,12,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
309,18,4,2,1,2,0,5,4,5,1,3,5,4,10,12,14,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1
310,18,2,1,2,2,0,4,3,5,1,2,3,12,8,9,10,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1
311,19,3,3,1,2,0,4,3,5,3,3,5,16,11,12,12,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0
312,18,2,3,1,4,0,4,5,5,1,3,2,10,16,16,16,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1
313,18,1,1,2,2,0,4,4,3,1,1,3,2,13,13,13,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
314,17,1,2,1,2,0,3,5,2,2,2,1,2,16,17,18,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
315,18,2,1,1,2,0,4,2,5,1,2,1,8,14,14,15,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
316,17,2,4,2,2,0,4,3,3,1,1,1,6,15,16,16,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1
317,17,2,2,2,2,0,4,4,4,2,3,5,6,12,12,12,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1
318,18,3,2,2,2,0,4,1,1,1,1,5,15,12,9,10,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
319,18,4,4,2,1,0,3,2,4,1,4,3,6,11,12,12,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0
320,18,4,4,1,2,1,2,4,4,1,1,4,2,14,12,13,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1
321,17,2,2,3,3,0,4,2,3,1,1,1,8,13,15,15,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1
322,19,3,2,1,2,1,3,3,3,4,3,3,0,9,8,10,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0
323,18,4,3,2,1,0,4,2,3,1,2,1,0,10,10,10,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0
324,18,1,2,2,1,0,3,4,4,2,4,4,10,10,10,11,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
325,17,4,1,2,1,0,4,5,4,2,4,5,22,11,11,10,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
326,17,3,2,1,1,0,4,4,4,3,4,3,18,13,13,13,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
327,18,1,1,2,4,0,5,2,2,1,1,3,2,17,17,18,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0
328,18,1,1,2,2,0,5,4,4,1,1,4,0,12,13,13,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0
329,17,2,2,1,2,0,5,4,5,1,2,5,12,12,12,14,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
330,18,2,1,2,2,0,4,3,1,1,1,5,10,12,13,14,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
331,17,1,1,1,2,0,4,3,3,1,2,4,0,12,12,12,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
332,18,2,2,1,3,0,4,3,3,1,2,2,0,18,18,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0
333,17,1,1,1,3,0,4,3,3,1,1,3,0,13,13,14,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0
334,18,2,1,1,3,0,4,2,4,1,3,2,0,14,15,15,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
335,18,4,4,1,2,0,5,4,3,1,1,2,0,17,17,17,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0
336,18,4,2,1,2,0,4,3,2,1,4,5,2,15,16,16,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1
337,17,4,3,1,3,0,4,2,2,1,2,3,0,17,18,18,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0
338,17,3,1,2,4,0,3,1,2,1,1,3,0,18,19,19,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0
339,18,3,2,2,3,0,5,4,2,1,1,4,0,14,15,15,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
340,17,3,3,1,1,0,4,4,3,1,3,5,0,14,15,15,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0
341,19,4,4,2,2,0,2,3,4,2,3,2,2,14,13,13,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0
342,18,4,3,2,2,0,4,4,5,1,2,2,0,13,14,14,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1
343,18,4,3,1,4,0,4,3,3,1,1,3,0,16,17,17,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
344,18,4,4,1,1,0,1,4,2,2,2,1,0,18,18,17,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1
345,18,4,4,1,2,0,4,2,4,1,1,4,0,14,15,15,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1
346,17,4,4,2,1,0,4,1,1,2,2,5,0,12,13,13,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
347,17,4,4,2,3,0,5,3,4,1,1,5,0,7,7,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
348,17,4,2,2,3,0,4,3,3,1,1,3,0,16,16,16,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0
349,17,3,2,1,4,0,5,2,2,1,2,5,0,18,18,18,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
350,19,2,1,2,3,1,4,3,1,1,1,5,0,9,10,11,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1
351,20,3,2,1,1,2,5,5,3,1,1,5,0,14,15,15,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
352,19,3,3,1,2,0,4,5,3,1,2,5,0,10,10,11,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1
353,18,1,4,1,2,0,3,4,4,1,2,5,2,10,10,11,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1
354,18,2,1,2,2,0,5,3,3,1,2,1,2,12,12,15,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
355,17,2,3,2,2,0,4,2,1,1,1,3,2,11,12,14,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
356,17,4,4,1,1,0,4,4,4,1,1,5,2,15,16,17,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0
357,18,4,3,1,3,0,4,3,4,1,1,5,2,14,15,17,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
358,18,4,3,2,1,0,3,2,4,1,4,1,8,12,12,15,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0
359,17,3,4,1,3,0,4,3,4,2,5,5,2,15,15,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
360,18,3,3,1,2,0,4,1,4,1,1,3,8,11,12,14,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
361,19,4,2,2,2,0,5,4,4,1,1,1,9,11,10,10,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
362,18,4,4,1,2,0,4,4,4,3,3,5,0,12,11,13,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
363,18,3,4,1,1,0,5,4,4,1,1,1,4,11,12,14,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
364,17,4,4,1,1,0,5,3,4,1,2,5,2,14,15,17,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
365,17,4,3,1,2,0,5,2,2,1,2,5,14,15,14,17,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1
366,17,3,3,1,2,0,5,3,3,1,1,5,0,12,12,13,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0
367,17,2,1,1,2,0,4,2,3,2,2,2,2,11,12,14,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
368,18,4,4,1,1,0,4,2,5,3,4,5,2,8,9,11,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
369,19,1,1,3,3,0,1,5,5,4,3,5,12,10,10,11,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
370,19,1,1,3,2,2,5,3,4,1,1,4,2,8,8,9,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
371,18,2,2,1,1,0,4,3,5,2,4,5,2,10,10,10,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
372,17,2,2,1,2,0,4,2,2,1,1,3,4,14,13,13,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
373,17,2,2,1,3,0,3,3,2,2,2,3,0,11,11,10,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0
374,17,3,1,1,3,0,3,4,3,2,3,5,0,17,18,17,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
375,17,0,2,2,3,0,3,3,3,2,3,2,0,14,14,15,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
376,18,1,1,2,3,0,4,5,5,1,2,2,0,14,14,14,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0
377,18,4,4,1,3,0,4,3,3,2,2,3,0,13,14,13,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
378,17,3,3,1,1,0,4,3,5,3,5,5,0,17,18,17,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0
379,17,2,2,4,1,0,4,4,5,5,5,4,2,11,10,10,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
380,17,4,4,1,3,0,5,4,4,1,3,4,0,13,12,13,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0
381,17,4,4,2,3,0,4,3,3,1,2,4,4,15,14,15,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1
382,17,3,3,1,1,0,4,2,5,2,5,5,2,11,12,11,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
383,18,2,2,1,4,0,4,5,5,2,4,5,0,11,11,12,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0
384,19,3,2,1,1,0,5,3,4,2,2,5,0,11,10,10,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
385,18,2,2,4,2,0,4,2,5,1,1,2,2,10,9,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
