,age,medu,fedu,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,school_MS,sex_M,address_U,famsize_LE3,pstatus_T,mjob_health,mjob_other,mjob_services,mjob_teacher,fjob_health,fjob_other,fjob_services,fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes
386,17,2,4,1,3,0,4,4,3,1,1,5,0,15,15,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
387,18,2,2,1,1,0,5,4,2,1,2,5,6,15,14,15,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
388,18,3,3,1,2,0,5,3,4,1,1,4,8,10,11,12,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0
389,18,2,2,1,2,0,4,3,3,1,1,2,0,10,9,12,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1
390,18,2,2,2,4,0,4,4,4,1,1,4,6,14,13,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
391,17,3,4,1,3,0,4,4,5,1,3,5,8,11,13,14,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
392,17,3,2,1,2,0,4,3,2,2,3,2,0,12,13,15,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
393,18,3,3,1,4,0,5,3,3,1,1,1,4,14,14,15,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0
394,17,3,2,1,2,0,4,3,3,2,3,2,0,14,14,16,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0
395,18,4,4,1,2,0,4,3,3,2,2,2,0,12,12,13,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0
396,18,3,4,1,2,0,4,3,3,1,3,5,6,16,16,17,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
397,17,2,2,1,2,0,3,3,1,1,2,4,18,10,12,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
398,18,2,3,1,3,0,4,3,3,1,2,3,0,11,12,14,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
399,18,3,2,1,3,0,5,4,3,2,3,1,4,14,16,17,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1
400,18,4,3,1,3,0,5,3,2,1,2,4,4,15,14,17,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1
401,18,4,3,1,3,0,5,4,5,2,3,5,0,14,13,14,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
402,17,4,3,1,3,0,4,4,3,1,3,4,0,11,12,13,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1
403,17,2,1,2,2,0,4,3,4,2,2,1,10,12,15,15,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
404,17,2,1,1,2,0,4,3,5,2,4,4,4,12,16,16,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
405,19,2,3,2,1,1,2,2,3,3,4,5,16,10,11,11,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
406,17,3,1,1,1,1,4,1,2,1,1,3,6,10,13,13,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1
407,21,4,4,1,3,2,3,3,2,1,1,5,0,9,12,12,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
408,18,2,2,1,2,0,4,4,4,1,3,3,11,9,11,12,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
409,18,3,4,1,2,0,4,3,5,1,4,2,9,13,14,15,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
410,17,2,2,1,2,0,4,3,4,1,3,4,0,13,17,17,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
411,17,4,4,1,3,0,4,4,2,1,2,4,2,12,15,15,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0
412,18,4,2,1,2,0,4,2,2,1,1,3,0,14,17,17,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
413,21,1,1,2,2,2,5,3,3,5,2,4,21,9,10,10,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1
414,20,1,1,2,3,0,3,2,2,1,3,3,8,11,15,15,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
415,19,4,4,1,1,1,3,2,5,4,4,5,5,9,10,11,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1
416,17,3,2,1,2,0,4,4,4,1,2,5,10,16,18,18,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0
417,18,3,2,1,3,0,4,3,4,1,2,2,5,14,17,17,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
418,18,2,3,1,1,0,3,1,3,4,5,4,13,13,14,14,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0
419,19,2,1,1,1,0,5,3,4,1,4,4,10,7,11,11,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
420,18,2,2,2,2,0,4,1,4,1,3,4,10,14,17,17,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0
421,20,1,0,2,1,1,5,3,1,1,1,5,5,8,10,10,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1
422,18,3,2,1,2,0,3,1,2,1,2,1,4,10,13,13,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1
423,16,1,3,2,1,0,4,3,3,1,3,5,11,10,11,11,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
424,16,2,2,2,2,0,4,4,4,1,1,5,0,12,12,12,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
425,15,1,1,1,1,1,4,1,3,1,1,2,6,10,10,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1
426,15,3,3,2,1,0,5,4,4,2,3,5,4,10,10,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
427,16,2,3,2,2,0,4,5,2,1,2,5,0,16,17,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
428,15,2,1,2,1,0,1,3,4,1,1,1,0,6,8,9,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
429,16,4,4,1,2,0,5,3,2,1,3,2,5,10,11,11,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
430,16,1,2,1,3,0,4,4,3,1,1,5,0,10,11,11,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0
431,17,3,2,1,2,1,4,5,4,1,2,5,0,10,10,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
432,17,1,1,1,1,1,5,4,4,2,2,5,0,6,6,7,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
433,15,4,4,2,1,0,1,5,1,3,5,5,0,13,14,14,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
434,16,2,2,2,4,0,1,2,1,1,1,1,4,10,9,11,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
435,15,1,1,2,2,0,5,4,3,1,2,4,0,10,10,10,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0
436,15,1,1,2,1,1,4,4,3,1,2,2,4,6,7,8,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1
437,16,0,2,2,1,0,3,2,3,1,2,2,0,12,11,12,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0
438,17,2,3,2,1,0,5,5,5,1,3,3,2,10,11,12,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
439,15,3,3,2,1,0,4,1,3,1,1,4,0,14,16,16,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
440,16,1,1,2,2,0,5,4,5,4,5,3,0,7,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1
441,17,1,1,1,2,0,4,4,3,2,4,5,4,8,9,9,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
442,15,4,1,1,2,0,5,3,4,1,2,2,0,12,13,14,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
443,15,4,1,1,2,0,5,3,4,1,2,2,7,7,9,8,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0
444,16,3,4,3,2,0,3,4,5,1,2,5,4,9,10,11,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
445,15,1,1,4,2,0,5,4,5,2,4,4,8,7,9,9,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
446,15,3,3,1,2,0,5,3,3,1,1,5,0,11,11,11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
447,17,2,1,3,1,0,5,5,5,5,5,3,8,8,10,9,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
448,16,4,4,2,3,0,4,2,2,1,1,4,6,16,16,17,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1
449,15,1,2,2,1,0,5,1,2,1,1,1,3,11,13,13,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
450,16,2,3,3,2,0,4,5,4,1,2,1,2,15,15,15,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0
451,16,1,2,2,2,0,4,3,3,1,1,5,0,10,11,11,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
452,16,2,2,3,2,0,4,4,5,1,1,4,4,9,10,11,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
453,16,1,2,1,3,1,1,3,2,1,2,4,0,10,8,8,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
454,16,1,2,1,3,1,1,3,2,1,2,4,3,9,8,8,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
455,15,2,1,1,2,0,4,4,2,3,3,2,0,9,10,9,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0
456,16,1,1,1,2,0,5,4,3,2,1,2,0,13,14,15,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
457,17,1,2,1,1,0,5,5,5,5,5,3,4,10,11,11,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0
458,16,1,1,4,4,0,4,3,2,1,1,1,0,13,10,13,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
459,16,1,1,4,3,0,4,4,3,1,1,5,2,10,9,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
460,15,1,1,2,2,0,4,3,3,1,1,2,1,11,10,11,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0
461,16,1,1,2,1,0,4,2,2,4,3,2,0,13,12,14,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1
462,15,1,1,3,2,0,4,2,1,1,2,2,0,13,14,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
463,15,2,2,1,3,0,4,4,3,2,2,5,2,14,11,12,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
464,16,1,1,2,1,0,3,4,4,3,4,5,6,11,11,11,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
465,18,1,2,1,2,1,3,4,4,2,3,5,9,9,8,8,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
466,15,3,1,2,1,0,3,2,3,1,3,4,0,10,9,11,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
467,16,2,2,3,2,0,5,3,4,1,1,2,1,14,13,14,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0
468,15,2,2,3,1,0,4,3,3,1,2,4,1,13,12,13,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
469,16,4,4,1,2,0,4,3,1,1,1,3,0,13,12,13,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1
470,15,3,3,1,2,0,4,5,4,1,1,1,4,13,12,12,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1
471,16,2,2,2,2,1,4,4,4,2,3,5,2,12,11,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
472,16,2,2,3,1,0,4,3,2,1,1,4,0,14,14,16,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1
473,16,2,1,2,1,0,2,4,3,2,3,4,4,10,8,10,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0
474,15,1,3,3,1,0,4,2,4,3,5,3,2,10,11,11,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
475,15,2,2,2,3,0,5,3,2,1,1,4,0,12,13,14,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
476,16,2,1,1,1,0,5,4,3,1,1,5,2,10,8,8,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
477,15,3,3,2,1,0,4,3,3,2,4,3,11,12,10,11,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0
478,16,1,1,2,2,3,3,4,3,1,1,1,0,7,7,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
479,17,2,2,1,1,0,4,5,3,1,1,5,4,9,9,10,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
480,19,2,3,1,1,1,4,4,4,1,1,2,0,9,9,10,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
481,17,2,1,3,1,0,5,5,3,1,1,3,2,9,10,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
482,15,1,1,2,1,0,5,2,1,1,3,4,0,9,10,9,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
483,16,2,2,3,2,0,3,4,5,1,2,1,1,9,10,11,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
484,16,2,2,1,1,0,4,3,4,1,2,1,6,7,7,8,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
485,17,2,2,2,2,0,4,3,5,1,2,4,0,11,10,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
486,16,2,2,1,1,1,4,4,3,1,4,3,1,9,10,10,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0
487,18,3,2,2,3,2,3,3,2,1,1,2,6,7,9,10,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
488,19,1,1,1,3,1,5,3,1,1,1,3,6,7,9,9,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
489,18,1,1,2,1,1,4,4,3,3,4,4,0,8,9,10,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
490,18,1,1,2,1,1,3,2,3,1,1,2,4,9,11,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
491,19,1,1,2,2,1,1,1,4,4,1,1,12,7,8,9,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
492,16,2,2,1,2,0,3,3,2,1,1,3,2,8,10,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
493,17,0,1,2,1,0,2,4,4,3,5,5,5,9,9,10,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
494,16,1,2,1,2,0,4,4,5,1,3,3,0,8,9,9,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
495,16,3,3,1,1,0,4,5,4,1,1,4,0,14,13,13,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1
496,16,1,1,1,1,0,4,4,4,2,2,4,2,14,14,14,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1
497,17,3,3,2,4,1,5,4,5,3,4,5,0,10,11,10,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
498,16,2,1,1,2,0,5,3,3,1,1,1,0,14,13,14,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0
499,16,2,2,1,1,0,4,2,5,1,2,5,0,17,16,16,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1
500,17,1,2,1,1,1,5,3,5,5,5,1,12,6,7,7,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
501,16,4,3,1,1,0,4,2,5,1,5,5,8,14,12,13,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
502,17,2,2,3,4,1,1,3,5,3,5,3,2,10,8,9,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0
503,16,1,1,1,4,0,2,2,1,1,1,5,0,14,14,14,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0
504,19,2,2,1,3,0,5,4,5,1,1,1,0,12,13,13,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
505,17,1,1,2,1,0,4,4,5,1,2,5,0,11,11,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1
506,20,3,3,2,2,1,3,3,4,2,4,3,8,11,9,10,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1
507,17,1,1,1,3,0,4,3,3,1,1,3,0,11,11,10,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
508,17,2,2,3,1,1,4,4,5,1,2,5,0,10,9,9,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
509,16,1,1,3,2,0,5,3,2,1,1,1,0,16,17,18,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
510,17,2,2,2,2,0,5,3,2,1,1,1,0,15,17,17,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0
511,17,1,0,2,2,0,4,4,5,1,1,4,1,11,9,10,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1
512,18,1,1,1,2,1,4,3,2,1,1,5,9,7,7,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1
513,16,3,1,1,1,0,3,1,3,1,3,1,0,8,6,8,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
514,16,3,2,1,1,0,3,1,3,1,4,3,2,7,6,7,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
515,18,1,1,2,2,0,2,3,5,1,4,3,8,9,8,10,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
516,16,4,4,1,2,0,4,3,3,2,3,2,0,14,16,16,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
