,age,medu,fedu,traveltime,studytime,failures,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,school_MS,sex_M,address_U,famsize_LE3,pstatus_T,mjob_health,mjob_other,mjob_services,mjob_teacher,fjob_health,fjob_other,fjob_services,fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes
517,16,1,2,2,1,0,5,4,5,1,4,2,0,14,14,15,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
518,18,2,4,1,2,1,2,3,2,1,3,1,8,8,5,8,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0
519,16,2,1,2,2,0,5,2,1,1,1,2,0,8,7,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
520,16,1,1,3,2,0,4,3,2,1,3,5,6,6,8,8,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0
521,16,2,3,2,2,0,3,3,3,1,1,2,0,8,10,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0
522,16,4,4,1,2,0,4,3,4,1,2,3,4,8,8,8,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
523,18,4,4,1,4,0,5,5,5,5,5,5,2,5,6,6,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1
524,16,3,4,3,2,0,4,2,1,1,1,2,2,7,9,8,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
525,17,4,4,1,3,0,4,4,3,1,2,5,0,15,14,16,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0
526,17,4,1,1,1,0,4,2,3,1,2,5,1,13,14,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1
527,16,2,2,4,3,0,5,1,3,2,2,3,0,10,9,10,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
528,17,2,2,1,1,0,5,1,3,1,2,5,5,9,9,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0
529,16,4,4,2,1,0,5,1,3,1,2,5,1,11,11,11,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
530,17,3,3,1,1,0,4,1,4,5,5,3,8,7,10,9,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0
531,17,1,1,3,2,0,5,1,3,3,3,1,0,10,10,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1
532,16,2,1,2,2,0,4,2,2,1,4,5,2,9,7,8,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1
533,16,2,1,1,2,0,3,2,2,1,1,3,0,14,15,16,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1
534,16,4,4,1,1,0,4,1,2,2,5,5,0,11,12,12,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
535,15,1,2,3,2,0,5,5,5,1,3,5,11,9,11,10,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0
536,15,2,2,3,4,0,5,4,5,2,3,5,8,13,14,14,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0
537,15,2,1,1,1,0,4,3,3,1,2,5,11,12,13,12,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0
538,16,2,2,1,3,0,4,3,3,2,2,5,2,11,11,11,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
539,16,4,1,2,2,0,1,2,4,2,2,1,8,9,10,10,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0
540,17,3,2,2,1,0,4,3,3,2,2,1,5,9,11,11,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
541,17,2,2,2,2,0,5,1,3,1,1,5,0,11,9,11,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
542,16,4,4,2,3,0,5,3,5,1,4,5,1,10,11,12,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1
543,17,4,4,3,1,3,3,3,3,1,3,5,2,9,9,8,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
544,17,1,3,2,1,0,5,1,2,3,3,5,2,12,11,12,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
545,17,3,4,1,2,1,5,4,4,3,4,5,8,8,9,8,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1
546,17,4,4,1,2,0,5,2,5,1,1,5,0,13,15,16,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
547,16,4,1,1,1,0,4,1,2,2,1,2,0,10,11,11,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
548,17,1,1,1,2,0,4,5,5,1,2,3,2,11,10,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1
549,17,4,2,2,2,0,4,3,3,2,3,5,0,17,18,18,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0
550,16,2,2,2,2,0,4,1,2,2,2,5,0,12,13,13,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
551,17,3,2,2,2,0,4,1,2,2,2,1,0,13,14,13,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
552,19,1,1,1,2,2,4,4,3,3,4,4,2,9,9,10,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0
553,17,1,0,1,1,0,4,1,2,1,1,5,4,11,11,12,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
554,17,1,1,2,1,0,3,5,5,2,2,4,3,10,11,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
555,16,1,2,1,3,0,4,3,4,1,1,3,5,13,14,13,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
556,16,1,2,1,1,0,4,4,4,2,4,5,4,9,10,11,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
557,17,3,1,2,2,3,5,4,4,1,1,5,2,7,9,10,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1
558,17,2,2,2,1,0,5,5,5,3,5,5,0,8,13,10,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
559,18,1,0,3,1,1,4,3,2,1,1,4,0,12,12,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0
560,17,1,1,2,1,0,4,5,5,1,3,2,0,10,9,10,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1
561,18,1,1,2,2,0,4,3,3,1,4,5,6,10,9,10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
562,16,2,2,1,2,0,5,4,3,1,1,1,0,11,13,12,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
563,17,2,2,1,1,1,1,2,1,2,3,5,0,7,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
564,16,3,2,2,1,0,4,5,5,2,3,5,2,11,9,10,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
565,16,1,1,2,1,0,4,5,5,2,4,5,0,10,10,9,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
566,18,1,1,2,1,1,5,3,3,2,3,5,2,9,7,9,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
567,18,3,2,1,1,1,2,3,1,2,2,5,0,4,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
568,19,3,2,2,1,3,3,2,1,1,1,3,4,6,11,9,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0
569,18,3,3,1,2,2,4,4,5,1,3,3,9,4,8,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
570,16,2,2,2,1,0,5,4,3,2,4,4,6,7,8,8,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1
571,19,2,1,2,1,3,4,4,3,1,3,5,4,8,9,9,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
572,16,3,2,2,2,2,2,5,5,1,1,1,8,5,5,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
573,17,1,1,1,1,0,4,3,2,1,2,5,9,7,9,10,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0
574,20,1,1,2,1,1,4,4,3,2,4,4,12,8,11,10,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
575,18,4,3,1,1,0,5,4,4,3,4,2,8,10,11,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0
576,18,3,2,2,1,0,2,5,5,5,5,5,8,9,10,11,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
577,19,1,1,3,2,1,5,4,4,3,3,2,8,10,9,11,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0
578,17,3,3,2,2,1,4,5,4,2,3,3,4,8,9,10,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
579,18,1,3,1,1,0,4,3,3,2,3,3,0,9,10,9,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
580,19,1,1,3,1,1,4,4,4,3,3,5,4,8,9,10,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0
581,18,1,2,2,2,2,4,3,3,1,1,5,2,6,8,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
582,19,1,1,1,1,0,1,4,4,1,1,5,0,6,8,7,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
583,18,2,2,2,1,1,5,5,5,1,1,3,0,8,6,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
584,17,0,0,2,1,0,4,4,3,1,1,5,0,10,11,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
585,17,3,1,2,3,0,4,2,3,2,2,3,5,8,7,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
586,17,4,2,1,2,0,5,5,5,1,3,5,0,8,8,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0
587,18,2,2,1,2,1,2,3,3,1,2,4,3,7,6,8,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0
588,17,4,1,1,1,0,3,2,2,1,1,5,0,8,10,9,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
589,17,1,2,1,1,0,5,5,1,1,1,3,0,7,10,10,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
590,18,1,1,3,2,2,3,4,4,2,2,5,3,7,8,7,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
591,18,2,2,2,2,0,4,3,5,1,1,1,2,12,13,14,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
592,17,3,3,2,1,0,4,4,3,1,1,4,0,11,12,13,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0
593,18,1,2,2,2,0,4,4,3,1,2,4,0,12,13,14,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
594,18,4,4,2,2,0,4,3,5,1,2,1,0,18,18,18,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0
595,18,4,4,1,1,0,5,4,5,1,1,5,3,17,17,17,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0
596,17,4,2,2,2,0,4,3,3,1,2,4,0,17,18,18,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
597,18,2,2,3,2,1,4,3,3,1,1,4,0,9,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
598,18,1,2,2,1,0,4,1,4,5,5,1,8,10,11,11,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
599,18,4,4,3,1,0,2,5,5,1,1,1,5,12,13,14,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1
600,17,1,1,3,1,0,4,2,3,3,4,4,4,12,13,14,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
601,18,2,2,2,2,0,1,3,1,1,1,2,4,8,8,10,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
602,18,2,2,2,3,0,5,4,5,1,4,3,0,11,12,13,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
603,18,4,2,1,2,0,5,3,1,1,1,5,0,5,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
604,18,1,1,3,2,1,4,4,2,1,2,2,2,9,10,10,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
605,19,1,1,2,1,1,5,5,5,2,3,2,0,5,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
606,17,4,2,2,4,0,4,2,3,3,1,5,0,18,18,18,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
607,17,2,1,2,2,0,5,3,3,1,2,2,5,11,11,12,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
608,18,1,1,1,2,0,5,2,3,1,2,3,2,8,10,11,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
609,18,1,2,2,2,0,4,1,1,1,1,4,0,11,11,12,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
610,19,1,1,2,2,3,3,5,4,1,4,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1
611,18,2,2,2,3,0,4,2,1,1,1,4,5,14,14,15,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
612,17,4,3,2,2,1,4,5,5,1,3,2,4,10,11,11,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1
613,18,3,3,1,2,0,5,3,4,1,1,5,0,10,10,10,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
614,17,4,4,2,2,0,4,3,3,1,2,5,2,12,12,12,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0
615,17,3,2,2,2,0,1,2,3,1,2,5,0,15,14,15,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
616,18,1,1,2,1,0,3,3,2,1,2,3,2,14,13,14,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
617,18,1,1,2,3,0,5,3,2,1,1,4,0,19,17,18,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
618,18,1,2,3,2,0,4,3,4,1,4,5,0,16,15,15,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
619,18,3,3,2,2,0,4,3,2,1,3,3,6,13,12,13,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1
620,17,4,4,1,2,0,2,3,4,1,1,1,4,15,14,15,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
621,17,1,2,2,2,0,3,2,2,1,2,3,0,13,13,13,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
622,18,1,3,2,2,0,3,3,4,2,4,3,0,8,10,9,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
623,18,4,4,2,3,0,4,2,2,2,2,5,0,15,16,16,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1
624,17,1,1,3,1,1,5,2,1,1,2,1,0,8,8,9,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1
625,18,2,3,2,1,0,5,2,3,1,2,4,0,10,10,10,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
626,18,4,4,3,2,0,3,2,2,4,2,5,0,7,5,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1
627,18,1,2,3,1,0,4,3,3,2,3,3,3,9,10,10,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1
628,17,2,2,1,3,0,3,4,3,1,1,3,8,10,11,12,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
629,17,1,2,1,1,0,3,5,5,1,3,1,4,7,8,9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
630,18,4,4,2,3,0,5,4,4,1,1,1,0,15,17,17,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
631,18,1,1,4,3,0,4,3,2,1,2,4,4,10,11,12,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
632,19,1,1,2,2,1,4,3,3,1,1,3,4,7,8,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
633,18,4,4,1,2,0,5,4,3,3,4,2,1,13,14,14,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0
634,18,3,3,1,2,0,4,1,3,1,2,1,1,16,16,16,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1
635,17,3,1,1,2,0,4,5,4,2,3,1,10,8,9,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
636,18,4,4,1,2,0,3,2,4,1,4,2,4,17,18,19,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0
637,18,2,1,2,1,0,4,4,3,1,3,5,0,7,7,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1
638,17,2,3,2,2,0,4,4,3,1,1,3,4,14,15,16,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0
639,19,1,1,2,1,1,4,3,2,1,3,5,0,5,8,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
640,18,4,2,2,1,1,5,4,3,4,3,3,0,7,7,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
641,18,2,2,2,3,0,5,3,3,1,3,4,0,14,17,15,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
642,17,4,3,2,2,0,5,5,4,1,1,1,0,6,9,11,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0
643,18,4,4,3,1,0,4,4,3,2,2,5,4,7,9,10,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1
644,19,2,3,1,3,1,5,4,2,1,2,5,4,10,11,10,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
645,18,3,1,1,2,0,4,3,4,1,1,1,4,15,15,16,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0
646,18,1,1,2,2,0,1,1,1,1,1,5,6,11,12,9,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
647,17,3,1,2,1,0,2,4,5,3,4,2,6,10,10,10,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
648,18,3,2,3,1,0,4,4,1,3,4,5,4,10,11,11,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
